execution_id,candidate,validation_fold,parameters,training_start_quarter,training_end_quarter,validation_quarter,training_rows,validation_rows,train_log_r2,validation_log_r2,validation_log_rmse,validation_median_absolute_percentage_error,train_validation_r2_gap,training_seconds
ebm-20261-1d4e86dfd495,A,20261,"{""early_stopping_rounds"": 100, ""interaction_smoothing_rounds"": 100, ""interactions"": ""1x"", ""learning_rate"": 0.03, ""max_bins"": 256, ""max_interaction_bins"": 32, ""max_leaves"": 3, ""max_rounds"": 8000, ""min_samples_leaf"": 20, ""n_jobs"": -2, ""outer_bags"": 8, ""random_state"": 42, ""smoothing_rounds"": 300, ""validation_size"": 0.15}",20211,20254,20261,66569,3271,0.6404045555611311,0.5872430175798211,0.7980274548076549,0.4045524752091383,0.05316153798130996,97.2851425000008
ebm-20261-1d4e86dfd495,B,20261,"{""early_stopping_rounds"": 150, ""interaction_smoothing_rounds"": 150, ""interactions"": ""1x"", ""learning_rate"": 0.02, ""max_bins"": 128, ""max_interaction_bins"": 16, ""max_leaves"": 3, ""max_rounds"": 10000, ""min_samples_leaf"": 40, ""n_jobs"": -2, ""outer_bags"": 12, ""random_state"": 42, ""smoothing_rounds"": 400, ""validation_size"": 0.15}",20211,20254,20261,66569,3271,0.5827927867230438,0.5426360477419628,0.8400431300577287,0.41863789355241904,0.040156738981080964,110.3531636000007
ebm-20261-1d4e86dfd495,C,20261,"{""early_stopping_rounds"": 80, ""interaction_smoothing_rounds"": 75, ""interactions"": ""1x"", ""learning_rate"": 0.04, ""max_bins"": 512, ""max_interaction_bins"": 64, ""max_leaves"": 3, ""max_rounds"": 6000, ""min_samples_leaf"": 10, ""n_jobs"": -2, ""outer_bags"": 8, ""random_state"": 42, ""smoothing_rounds"": 200, ""validation_size"": 0.15}",20211,20254,20261,66569,3271,0.7109539667062585,0.6469575541874084,0.7380471031992122,0.38414477457883683,0.06399641251885013,191.99710290000075
